1	0.250000	0.250000	0.250000	0.386750	4.190000	14.400000	0.500000	0	0.000000
4	0.297000	0.148500	0.297000	0.367200	39.419998	35.770000	0.000000	0	0.000000
1	0.250000	0.250000	0.250000	0.442850	5.780000	36.230000	0.500000	0	0.000000
4	0.938000	0.469000	0.876000	0.580550	37.619999	28.030001	0.000000	0	0.000000
3	0.855000	0.427500	1.710000	0.356150	43.570000	42.790001	0.500000	0	0.000000
1	0.571000	0.571000	1.142000	0.702950	22.200001	29.990000	0.500000	0	0.000000
3	0.875000	0.437500	0.875000	0.250000	37.480000	22.340000	0.500000	0	0.000000
1	0.936000	0.936000	0.872000	0.469200	37.910000	2.990000	0.850000	0	0.000000
3	0.430000	0.215000	0.860000	0.250000	43.540001	2.400000	0.500000	0	0.000000
3	0.250000	0.125000	0.250000	0.374850	16.680000	29.410000	0.500000	0	0.000000
1	0.933000	0.933000	0.933000	0.581400	16.740000	5.890000	0.500000	0	0.000000
2	0.502000	0.502000	1.004000	0.715700	34.740002	19.350000	0.000000	0	0.000000
3	0.979000	0.489500	0.979000	0.566950	29.049999	18.559999	0.950000	0	0.000000
1	0.347000	0.347000	0.347000	0.573750	7.970000	16.620001	0.500000	0	0.000000
2	0.336000	0.336000	0.672000	0.259350	10.410000	20.270000	0.000000	0	0.000000
1	0.378000	0.378000	0.756000	0.677450	42.209999	4.530000	0.500000	0	0.000000
3	0.846000	0.423000	0.692000	0.251600	48.250000	0.930000	0.500000	0	0.000000
1	0.250000	0.250000	0.500000	0.593300	24.290001	11.770000	0.500000	0	0.000000
3	0.250000	0.125000	0.500000	0.350200	28.790001	26.020000	0.500000	0	0.000000
1	0.629000	0.629000	0.629000	0.340950	26.059999	34.560001	0.500000	0	0.000000
1	0.250000	0.250000	0.500000	0.349350	33.910000	25.889999	0.500000	0	0.000000
1	0.386000	0.386000	0.386000	0.390250	27.020000	30.160000	0.500000	0	0.000000
3	0.400000	0.200000	0.400000	0.420750	31.250000	13.760000	0.500000	0	0.000000
1	0.288000	0.288000	0.288000	0.394500	0.640000	33.389999	0.500000	0	0.000000
3	0.298000	0.149000	0.596000	0.351900	24.879999	30.950001	0.500000	0	0.000000
4	0.938000	0.469000	0.938000	0.431800	10.100000	15.980000	0.000000	0	0.000000
1	0.527000	0.527000	0.527000	0.689350	28.450001	40.520000	0.500000	0	0.000000
1	0.250000	0.250000	0.500000	0.322150	27.459999	31.260000	0.500000	0	0.000000
