1	0.917000	0.917000	0.917000	0.415650	0.680000	16.000000	0.500000	0	0.000000
1	0.250000	0.250000	0.250000	0.317050	47.849998	20.270000	0.500000	0	0.000000
4	0.388000	0.194000	0.776000	0.805800	16.820000	25.520000	0.000000	0	0.000000
3	0.845000	0.422500	0.690000	0.355050	43.060001	0.890000	0.500000	0	0.000000
1	0.821000	0.821000	0.642000	0.827900	4.710000	34.939999	0.500000	0	0.000000
1	0.915000	0.915000	0.915000	0.383350	40.930000	1.300000	0.500000	0	0.000000
3	0.767000	0.383500	1.534000	0.408850	41.160000	3.470000	1.500000	0	0.000000
3	0.250000	0.125000	0.500000	0.250000	26.650000	2.270000	0.500000	0	0.000000
1	0.250000	0.250000	0.500000	0.609450	0.780000	18.549999	0.500000	0	0.000000
3	0.925000	0.462500	0.900000	0.425000	8.400000	34.869999	0.500000	0	0.000000
1	0.933000	0.933000	0.866000	0.825550	21.030001	40.880001	0.500000	0	0.000000
1	0.936000	0.936000	1.872000	0.284850	44.419998	21.209999	0.500000	0	0.000000
3	0.786000	0.393000	0.786000	0.560150	41.040001	28.870001	0.500000	0	0.000000
4	0.250000	0.125000	0.500000	0.581400	43.279999	8.130000	0.000000	0	0.000000
1	0.666000	0.666000	1.332000	0.283150	9.700000	35.860001	0.500000	0	0.000000
3	0.449000	0.224500	0.449000	0.250000	14.660000	31.289999	0.000000	0	0.000000
3	0.512000	0.256000	1.024000	0.651100	5.840000	9.300000	0.500000	0	0.000000
1	0.985000	0.985000	0.985000	0.743750	16.100000	40.119999	0.500000	0	0.000000
1	0.473000	0.473000	0.946000	0.375700	22.740000	31.469999	0.500000	0	0.000000
3	0.360000	0.180000	0.360000	0.650250	35.490002	28.090000	0.500000	0	0.000000
1	0.255000	0.255000	0.510000	0.802400	31.190001	27.160000	0.500000	0	0.000000
1	0.634000	0.634000	0.634000	0.793050	17.400000	9.840000	0.500000	0	0.000000
1	0.967000	0.483500	0.967000	0.532100	4.420000	3.700000	0.500000	0	0.000000
3	0.278000	0.139000	0.278000	0.617100	14.250000	5.760000	0.500000	0	0.000000
3	0.340000	0.170000	0.340000	0.305150	3.670000	39.099998	0.500000	0	0.000000
1	0.312000	0.312000	0.312000	0.323100	20.290001	27.690001	0.500000	0	0.000000
1	0.527000	0.527000	0.527000	0.690200	0.110000	6.680000	0.500000	0	0.000000
3	0.647000	0.323500	1.294000	0.578000	10.990000	34.310001	0.500000	0	0.000000
3	0.773000	0.386500	0.773000	0.419050	33.189999	14.570000	0.500000	0	0.000000
3	0.250000	0.125000	0.250000	0.297500	49.970001	24.879999	0.500000	0	0.000000
4	0.250000	0.125000	0.250000	0.250000	48.970001	28.799999	0.000000	0	0.000000
3	0.401000	0.200500	0.401000	0.610300	0.480000	42.520000	0.500000	0	0.000000
3	0.324000	0.162000	0.324000	0.250000	2.930000	18.850000	0.500000	0	0.000000
3	0.325000	0.162500	0.325000	0.787100	46.759998	14.210000	0.500000	0	0.000000
4	0.284000	0.142000	0.568000	0.250000	11.810000	31.430000	0.000000	0	0.000000
1	0.930000	0.930000	0.930000	0.802400	46.820000	12.630000	0.500000	0	0.000000
1	0.711000	0.711000	0.711000	0.392700	19.320000	20.610001	0.500000	0	0.000000
2	0.311000	0.311000	0.622000	0.636650	32.369999	17.010000	0.000000	0	0.000000
1	0.250000	0.250000	0.500000	0.291650	15.400000	33.200001	0.500000	0	0.000000
1	0.372000	0.372000	0.372000	0.374850	3.030000	26.260000	0.500000	0	0.000000
3	0.829000	0.414500	1.658000	0.809200	15.970000	30.170000	0.000000	0	0.000000
1	0.658000	0.658000	1.316000	0.302700	3.210000	40.939999	0.500000	0	0.000000
1	0.647000	0.647000	0.647000	0.351050	22.850000	37.139999	0.500000	0	0.000000
1	0.755000	0.755000	1.510000	0.445500	41.270000	6.350000	0.500000	0	0.000000
2	0.250000	0.250000	0.250000	0.452300	15.270000	39.540001	0.000000	0	0.000000
